PLAsTiCC_obj_id,g_pk_time,r_pk_time,i_pk_time,z_pk_time,y_pk_time,g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,y_pk_mag,g_alpha,g_beta,r_alpha,r_beta,i_alpha,i_beta,z_alpha,z_beta,y_alpha,y_beta,g_err_time,r_err_time,i_err_time,z_err_time,y_err_time,g_err_mag,r_err_mag,i_err_mag,z_err_mag,y_err_mag,g_err_alpha,g_err_beta,r_err_alpha,r_err_beta,i_err_alpha,i_err_beta,z_err_alpha,z_err_beta,y_err_alpha,y_err_beta,type,photo_z
282151,60605.73,60611.303,60615.194,60617.8673,60617.4992,-18.37242,-17.720898,-17.702216,-17.685913,-17.642857,-4.9726283,-0.0176688,0.06736337,0.35085544,1.45993035,0.12621118,1.91548711,-0.2262073,2.58413287,-0.5393192,0,0.45489928,0,0.60546423,1.49371706,0.00935429,0.01510738,0.02110619,0.03392821,0.08727849,0.48943774,0.19903895,0.25015778,0.13120058,0.16222328,0.09150887,0.18956822,0.10531801,0.34393774,0.21163818,SN II,0.352
282176,,60337.6589,60342.11331,60346.4252,60343.46518,,-18.737865,-19.772009,-20.258787,-20.327598,,,-9.503161218,0.613147325,-8.459706184,1.206117039,-2.755178,1.56870816,-0.515072832,0.586593225,,1.380278946,1.021475847,4.18892672,2.470367725,,13.94238298,8.754125405,0.0624543,1.958617127,,,1.152055256,0.358884094,0.412816612,0.203357951,0.38394994,0.19445796,0.733955479,0.449114046,SN Ia,1.089
282211,,,59891.3035,59888.3222,59892.54874,,,-19.693029,-20.106785,-19.995275,,,,,-7.6747355,1.08346338,-2.4125705,1.3749262,-0.236954754,0.487210312,,,2.21757888,4.0312158,2.454023339,,,0.0644287,0.05044212,1.139197266,,,,,0.39016005,0.19104973,0.36557819,0.18623473,0.69227229,0.423069111,SN Ia,1.016
282228,59920.3344,59925.9291,59929.5319,59929.9066,59934.3554,-18.321006,-19.596933,-20.14936,-19.965825,-20.049191,-7.4178473,-0.0759474,-9.0571467,-0.1821481,-5.4636759,0.73823966,-1.3652975,0.8622385,0.51095273,0.04899465,1.37802217,0.3888063,0.5264319,1.13197288,2.5589466,0.06684712,0.01639871,0.01334001,0.02260424,0.06396367,2.25828845,0.43682956,0.79494115,0.22837947,0.32442663,0.14333138,0.3086945,0.15046632,0.57631893,0.34690598,SN Ia,0.808
282252,59791.81705,59786.4372,59796.2372,59796.2372,,-17.684969,-17.845237,-17.730013,-17.805813,,-6.812858378,0.068087677,-1.0472968,0.39888946,-0.7360743,0.49821082,0.9692967,-0.0060534,,,2.125473638,0,0,0,,3.701984541,0.04013253,0.04693084,0.06028462,,1.344384595,0.290167324,0.33172221,0.16449639,0.21879729,0.10581944,0.21052067,0.11330317,,,SN II,0.4
282269,59878.22819,59883.5787,59886.4387,59886.9672,59894.1501,-17.909215,-19.320123,-19.91958,-19.691253,-19.838791,-7.861966586,-0.124559672,-7.7197378,0.26419869,-4.6697337,0.63788214,-1.0380366,0.69514495,0.82093443,0.02183938,3.143890137,0.40608731,0.47026374,0.95831723,2.0424195,7.354625287,0.02744089,0.01911111,0.02956318,0.08090755,2.155756201,0.419853404,0.68843174,0.21809278,0.26954604,0.12674234,0.26084768,0.13864879,0.53161706,0.31245174,SN Ia,0.732
282273,60196.4616,60197.6795,60205.82,60205.8624,60205.8975,-16.523774,-16.438027,-16.832061,-16.923863,-16.748148,-0.3268605,0.36878547,4.03495065,0.05750814,3.52510321,0.12115195,3.18731327,-0.4089045,3.24670716,-0.6012926,0.92864561,0,0.35765689,0.42460848,0,0.01622497,0.01751573,0.01981215,0.02616438,0.06300984,0.42624975,0.19274208,0.16575871,0.1175366,0.13642329,0.0714764,0.15370868,0.08539231,0.27494834,0.1652043,SN II,0.174
282278,,,,59935.5134,59931.9175,,,,-20.451311,-20.609275,,,,,,,-4.1622998,2.12269981,-1.536825445,0.964088808,,,,5.89736111,2.985601764,,,,0.04922211,3.184059358,,,,,,,0.45968654,0.23162874,0.889315847,0.544509987,SN Ia,1.355
282292,60586.6631,60596.3721,60598.1195,60597.1733,,-18.000677,-17.452725,-17.460013,-17.578496,,-6.9268122,-0.0211842,-3.3816792,0.62350266,-0.6028104,0.47131891,0.99672149,0.07004994,,,0,0.89707585,1.15777411,1.79619335,,0.04004894,0.03582168,0.0400938,0.05665118,,0.91907308,0.26128015,0.45902889,0.18706715,0.22340048,0.10605834,0.21617397,0.11471825,,,SN II,0.387
282309,60227.0839,60231.8511,60233.95467,,,-19.183728,-18.734334,-18.036518,,,-10,-1.4649503,-6.4855371,0.33895489,-3.161276883,0.690776464,,,,,0.43817477,0,0.59844344,,,0.02213986,0.03110524,0.454088947,,,0,0.30985676,0.65001887,0.22160483,0.277140509,0.13409904,,,,,SN II,0.612
282348,59850.41772,59859.6727,59863.42683,,,-19.456898,-19.23804,-19.120879,,,-8.143637604,-0.319449944,-9.7374904,0.46187076,-8.22617067,1.183440663,,,,,4.169102219,3.38478308,0.879572515,,,12.60602919,0.11563462,8.043397141,,,3.143686239,0.569607016,1.12557224,0.35128122,0.406447626,0.200124853,,,,,SN II,1.068
282357,59864.5144,59868.9644,59870.614,59871.1461,59871.1571,-17.75199,-19.115184,-19.287454,-19.31369,-19.227543,-7.375096986,-0.01790187,-6.9981949,0.03928656,-2.815401,0.47321804,-0.0747943,0.45210877,1.53255373,-0.2510751,2.553527265,0.48660794,0.61823246,1.07194327,2.39259032,4.591064168,0.01440017,0.01531191,0.02085591,0.05121186,1.682400805,0.344344298,0.55520141,0.18862768,0.24513438,0.11278679,0.22006138,0.1185179,0.44136155,0.26343818,SN Ia,0.548
282413,,59815.1275,59823.2637,59818.2812,59817.04346,,-16.680386,-17.274506,-17.57204,-17.363126,,,-3.5987532,0.58254542,-0.4128141,0.4458338,1.19459059,-0.0628521,2.224881667,-0.423424359,,1.24067549,0.97585588,0,1.263108526,,0.05992165,0.05483349,0.05698288,1.154960273,,,0.4846207,0.18816855,0.21824803,0.10378769,0.20789887,0.11027075,0.367856191,0.222768459,SN II,0.378
282414,60584.83218,60588.8855,60593.1443,60593.4925,60589.8495,-17.933321,-19.47094,-20.10472,-19.852422,-19.887352,-7.880535232,-0.129757937,-6.7457447,0.86795358,-4.8002398,0.81724025,-1.2606325,0.6413506,0.84357677,0.18037268,3.173766315,0.53232282,0.42142114,0.92036569,2.68738039,7.370696891,0.02885577,0.0190675,0.03191059,0.07953527,2.180101828,0.423703396,0.66406949,0.21920898,0.28035643,0.12244628,0.27984817,0.1389109,0.52401389,0.30485455,SN Ia,0.741
282420,,60569.80804,60573.1893,,,,-19.187829,-19.283133,,,,,-8.942738292,0.580578836,-6.965183,1.13451558,,,,,,0.811969281,0,,,,1.524724987,0.10051216,,,,,1.015771468,0.325826919,0.37161416,0.18103405,,,,,SN II,0.964
282444,59913.1536,59921.9662,59929.2461,59928.95465,,-17.192113,-16.557091,-16.632337,-16.738861,,-6.9017175,0.03958068,-3.9930515,0.57716126,-0.631204,0.4451396,0.872030781,0.009343319,,,1.19079215,0.80952634,2.12143564,0.566482748,,0.05018053,0.0466332,0.05555995,1.038000738,,1.15004519,0.27889063,0.49797734,0.18558557,0.22532752,0.10667646,0.219413385,0.115699559,,,SN II,0.385
282450,,60128.0311,60128.84678,60127.67785,,,-17.128473,-17.009217,-17.028596,,,,-2.4754546,0.28132289,0.783224722,0.308368379,1.526917402,-0.265909547,,,,0,0.43861825,0.687304226,,,0.05934038,0.240626899,0.42022651,,,,0.33834425,0.16798838,0.203525628,0.095555474,0.200695792,0.106834166,,,SN Ibc,0.259
282469,,,,59880.2276,,,,,-20.105055,,,,,,,,-4.1825275,2.19009724,,,,,,0,,,,,0.10233334,,,,,,,,0.4603406,0.23089991,,,SN II,1.368
282493,60524.20955,60530.0621,,,,-18.861626,-18.917286,,,,-7.789507726,-0.104756177,-7.1165855,0.51852571,,,,,,,2.923035565,1.94066163,,,,6.559830471,0.05474747,,,,2.064484478,0.405413479,0.72080111,0.25557382,,,,,,,SN II,0.698
282502,,59839.8064,59842.1009,59842.6985,59849.3022,,-19.481473,-20.137617,-19.870967,-19.974472,,,-7.5977882,0.49291001,-5.0275011,0.74590426,-1.1457796,0.86772746,0.83258617,0.23139865,,0.64694767,0.55941938,1.39476013,1.94117483,,0.0211382,0.01739747,0.0290514,0.08817278,,,0.70285009,0.21820097,0.29071124,0.12997663,0.28706916,0.14666579,0.5507591,0.3236176,SN Ia,0.769
282530,60192.08444,60199.606,60199.6549,60201.3039,60199.21091,-17.847732,-19.373104,-19.637286,-19.513634,-19.558491,-7.738508585,-0.092084471,-7.8203775,0.26241766,-3.9352421,0.73753443,-0.6975066,0.63545574,1.077726935,-0.001028518,2.960154518,0.65470895,0.84485655,1.4553811,1.805829022,7.43248206,0.02615978,0.02432393,0.03804246,0.972635814,2.006308654,0.396180604,0.6785176,0.23592971,0.28712386,0.13697651,0.27267012,0.14005098,0.506884194,0.308782801,SN Ia,0.676
282568,,60005.54172,60008.4917,60010.213,,,-18.737085,-19.713826,-19.53121,,,,-8.253080813,0.549443077,-5.8001395,0.91528699,-1.536663,0.97918821,,,,0.736203064,1.63517644,3.77625944,,,4.477350128,0.05400019,0.09107024,,,,0.893480385,0.295002295,0.33729055,0.1638324,0.31697621,0.16264183,,,SN Ia,0.844
282642,,60546.75522,60549.8452,60549.2278,,,-18.209276,-19.365265,-19.189827,,,,-8.493160979,0.559579779,-6.1674348,0.98610771,-1.7106665,1.09894342,,,,0.760562688,2.69567547,5.38950958,,,8.847440837,0.08593796,0.1566746,,,,0.932329901,0.304907475,0.351571,0.17207146,0.33056138,0.16929027,,,SN Ia,0.883
282720,,59744.02707,59745.94538,59746.5197,59744.94491,,-18.828106,-19.052004,-19.210526,-18.906073,,,-5.632742885,0.463857608,-2.103744027,0.587216089,0.13702266,0.28107295,1.705713988,-0.223945645,,0.853983083,0.635429438,0.00148087,1.460906528,,1.321208344,0.359392815,0.04060932,0.706866847,,,0.604054449,0.218551529,0.253707746,0.121990823,0.22907596,0.12145085,0.426958951,0.260239555,SN Ia,0.517
282724,60624.1684,60627.2229,60629.3685,60631.4692,60632.2477,-18.619576,-20.059941,-20.150554,-20.101528,-20.08368,-9.1241108,-0.5548984,-5.7201781,0.59111877,-3.1928763,0.85395645,-0.1755783,0.65168413,0.77191534,-0.1185891,0.58647461,0.27789572,0.29913114,0.41073876,0.82511197,0.03459907,0.01165203,0.01231774,0.01724654,0.04037661,1.63236429,0.32092277,0.36021984,0.17854499,0.20967295,0.11026732,0.21053394,0.11558545,0.42075569,0.25044288,SN Ia,0.631
282781,60274.7227,60277.397,60281.6141,60281.6251,60277.3948,-18.652641,-19.450134,-19.336348,-19.418475,-19.312931,-8.8839906,-0.3157812,-5.6656351,0.30579987,-1.977109,0.57390635,0.25244164,0.28671181,1.73003157,-0.2394196,0.55474387,0.27357675,1.01394815,1.41317542,1.4975181,0.04180523,0.01365158,0.01538144,0.01973777,0.05541851,1.45330753,0.30755521,0.56872727,0.17572683,0.25145566,0.12022187,0.24197331,0.12613299,0.42268415,0.2536136,SN Ia,0.506
282782,60286.10873,60291.2036,60293.33228,60294.77129,,-18.468117,-18.363971,-17.779525,-17.928332,,-7.581329555,-0.056779573,-6.8042847,0.26924629,-3.188954779,0.694163271,-0.321951919,0.510661052,,,2.65896814,0.79230817,0.601027649,0.933294452,,4.831808706,0.03656484,1.10104599,0.557116413,,1.84846133,0.371030632,0.6819768,0.23694977,0.278150493,0.134508811,0.265348607,0.137668841,,,SN II,0.615
282816,60134.86262,60139.1434,60140.7152,60141.8629,60139.51566,-18.102917,-19.701578,-19.670502,-19.625241,-19.594037,-7.29952822,-0.00507879,-6.4069541,0.43622733,-2.3602791,0.63862912,0.14806214,0.30460091,1.654988474,-0.213054131,2.488322982,5.72069016,10.3746481,5.6775963,1.547646069,35.92499936,0.38111683,0.47726974,0.20703156,6.650428969,1.629645925,0.335835666,0.48532932,0.21878606,0.21771341,0.11800217,0.22061347,0.12034255,0.432573401,0.2629415,SN Ia,0.526
282817,59861.52706,59863.4421,59865.1475,59866.154,59869.1572,-17.517058,-18.26783,-18.564661,-18.749857,-18.790878,-6.494596743,0.108002108,-5.3373588,-0.3360493,-1.1626348,-0.1694125,0.28594828,-0.3646472,2.11999257,-0.6303189,1.950025161,0.20101241,0.23788071,0.33046932,1.28910872,3.458258989,0.017415,0.01301498,0.01555935,0.03341159,1.204768397,0.268033436,0.4300985,0.15577633,0.19803716,0.08914656,0.18551537,0.09552982,0.33975168,0.19573864,SN Ibc,0.331
282824,60198.34659,60202.9819,60205.184,60206.8272,60205.8742,-18.676999,-19.816544,-19.892656,-19.929262,-19.829214,-7.570066818,-0.054943961,-5.5354143,0.71098236,-2.9308786,0.77770377,-0.0498092,0.55365898,1.24212188,-0.1538314,2.752973226,0.31027937,0.35610713,0.64422348,1.31642871,4.691103877,0.02012802,0.01951605,0.02482976,0.05977197,1.840960573,0.369806532,0.46593276,0.20047349,0.23434145,0.11270381,0.22929364,0.12041575,0.42827609,0.26685226,SN Ia,0.612
282827,60616.8546,60623.0941,60622.4475,60619.9429,60619.8577,-18.994815,-18.831729,-18.80076,-18.716487,-18.6859,1.81424853,1.25912427,-0.9076629,1.80506508,-0.2560713,0.9897629,0.72849959,0.37861992,2.01896228,-0.1888382,0.62443665,0.65372484,0.4890733,0.57913567,1.29970667,0.01733191,0.01546859,0.02014576,0.03283449,0.07713964,0.73661249,0.23237223,0.42401227,0.14109774,0.21323867,0.10062133,0.22870247,0.11608406,0.38889325,0.23660794,TDE,0.456
282851,60550.9515,60552.8135,60557.6282,60558.6321,60559.036,-18.018659,-17.4033,-17.66181,-17.859353,-17.771315,-5.147931,-0.1231216,2.25462838,0.44957974,2.86256799,-0.3983111,2.59265894,-0.7504543,2.91951868,-0.7826493,0.36655947,0,0.27308733,0.36352016,0.99915537,0.0164338,0.016251,0.02294252,0.02790556,0.0613027,0.4576767,0.18047506,0.18222329,0.11055316,0.14644206,0.07399106,0.15948496,0.08440003,0.29321144,0.16422795,SN II,0.226
282887,,59815.076,,,,,-15.937539,,,,,,-2.4341497,0.53107585,,,,,,,,0,,,,,0.09499625,,,,,,0.43554543,0.17828906,,,,,,,ILOT,0.316
282908,,60582.06833,60585.3666,60572.4808,,,-19.188788,-19.919639,-20.302369,,,,-8.821502499,0.574643305,-6.8932172,0.98780479,-2.022211,1.21263004,,,,0.797282908,1.95794074,8.8047385,,,6.604285685,0.07235344,0.31690905,,,,0.991720551,0.319842309,0.36533573,0.17700138,0.34567512,0.17640413,,,SN Ia,0.941
282909,60164.89687,60170.2315,60171.1168,60172.8265,60170.8217,-18.875423,-19.836992,-19.760389,-19.694042,-19.59158,-7.406638785,-0.023673844,-6.8576725,0.36742731,-2.8030328,0.57497008,0.12397687,0.45407018,1.43125644,-0.242614,2.585253072,0.30976332,0.4242611,0,1.6561225,4.502759927,0.01317228,0.01722934,0.02351791,0.06254174,1.706801153,0.348252453,0.48293421,0.17508181,0.22620951,0.11218266,0.19635937,0.11300951,0.43854338,0.26086656,SN Ia,0.558
282968,,59851.0468,59854.6939,59862.3254,59854.82286,,-18.676368,-19.276467,-19.286616,-19.547136,,,-7.7716545,0.55484907,-5.0359298,0.83817457,-1.168195,0.87118932,0.771472784,0.1580148,,0.98099577,1.00660377,2.12831071,1.991918561,,0.05766207,0.04019636,0.05158193,0.643510594,,,0.81252642,0.26635657,0.31932239,0.150503,0.30250647,0.15386993,0.54953648,0.341398956,SN Iax,0.778
282969,60663.3574,60666.4895,60671.2827,60669.6821,60670.99809,-17.681037,-19.411362,-19.960967,-19.627259,-19.849242,-7.809449352,-0.110062146,-7.4120626,0.40397422,-4.2128463,0.79200403,-0.8003141,0.70902866,0.959629733,0.043614759,3.061660648,1.13271634,1.33662361,2.97838536,1.86105012,8.299637098,0.01789971,0.03962305,0.05994463,0.884723097,2.088493757,0.409222396,0.76196336,0.25656141,0.30228948,0.14692466,0.28667875,0.14796251,0.522822145,0.318852307,SN Ia,0.707
283174,60223.12582,60229.1573,60232.7914,60233.4727,60235.1944,-18.211916,-19.527076,-20.081236,-20.098949,-20.186493,-8.06087857,-0.198220282,-8.6468756,0.41675034,-5.7689133,1.09284384,-1.6060818,1.02301533,0.40257774,0.29798539,3.573158947,0.65627342,0.5964495,1.09125782,2.28561303,8.024125135,0.0261263,0.02545081,0.03536675,0.08922618,2.510988389,0.475163988,0.86419741,0.27109651,0.34046429,0.15868534,0.32272246,0.16161915,0.6033855,0.36213917,SN Ia,0.859
283191,,60149.73163,60152.4949,60151.9988,60152.63165,,-19.5031,-20.214874,-19.966011,-20.002298,,,-7.908934182,0.535913093,-5.1604138,0.87108081,-1.2322637,0.94152668,0.630927096,0.164783186,,0.704281749,1.09714043,2.69575219,2.018429175,,3.102340935,0.02760063,0.05538509,0.706284315,,,0.843041833,0.281995295,0.31017315,0.1567785,0.29976452,0.1561248,0.567852216,0.346327375,SN Ia,0.792
283197,60600.2188,60610.133,60613.3116,60618.7187,,-18.681466,-18.662445,-18.801123,-18.86466,,-6.2010487,-0.0050454,-0.8580324,0.77891407,-3.0174377,0.75657925,0.07473166,0.54939422,,,0.73220445,0,0.90840328,1.21735967,,0.03884303,0.02444169,0.03104697,0.04966814,,1.47731732,0.35675731,0.36057673,0.1850056,0.26904849,0.13507492,0.25790497,0.13870864,,,SN II,0.665
283225,,,59803.7784,59806.25958,,,,-18.80304,-18.797846,,,,,,-5.3474641,0.90211929,-1.329012315,0.933656178,,,,,2.79542448,0.820615258,,,,0.0783649,1.509045395,,,,,,0.33038367,0.16120235,0.311677293,0.160119437,,,SN Iax,0.809
283243,59984.28916,59986.4258,59989.5122,59986.9632,59991.0051,-17.215814,-18.697475,-18.851217,-19.057625,-19.011453,-7.099335624,0.026817476,-5.2651427,0.53860381,-1.6870154,0.51691799,0.25971629,0.19729982,1.78747022,-0.3538788,2.325957256,0.64228642,1.18717374,0.89328416,7.70234622,6.992034909,0.02305567,0.02687623,0.02977838,0.1021576,1.501225153,0.315199898,0.49121898,0.17925242,0.22742182,0.11410141,0.20926472,0.11556825,0.4032278,0.24308464,SN Ia,0.471
283262,59931.2917,59934.9596,59935.8025,59935.3704,59933.25622,-17.969772,-18.311953,-18.269721,-18.097089,-17.814129,-5.955549,0.21255332,-2.762316262,0.396932392,0.78876139,0.30237332,1.53383889,-0.2737886,2.690710192,-0.595240295,0.29921198,0.438673036,0.4211944,0.54155658,1.175237254,0.00849478,0.617680751,0.01892618,0.02834198,1.089764021,1.04583947,0.22850253,0.435878723,0.173246109,0.20339642,0.09493146,0.20011663,0.10460307,0.324915781,0.196022155,SN Iax,0.257
283289,60297.5741,60298.74,60300.3289,60300.1968,60298.29164,-19.154455,-19.51974,-19.511418,-19.337133,-19.069625,-8.1570117,-0.4383298,-6.0182877,-0.6147418,-2.3532,-0.5812,-0.9984,-1.0452,2.294425736,-0.44855212,0.39269216,0.3330888,0.53827141,0.70303384,1.29833651,0.0093457,0.00725407,0.0131509,0.01899732,1.150653649,1.19771463,0.2402394,0.48301272,0.15680584,0.22074855,0.1045585,0.21527954,0.11373794,0.360770136,0.218370917,SN Ia,0.36
283311,60585.8218,60578.2098,60583.0898,60585.7349,,-17.131387,-17.440197,-17.434724,-17.590273,,-5.2412423,0.29273538,-0.9128379,0.77490217,-0.3470068,0.44281657,1.03670743,0.00388758,,,0.75880633,0,0.94571419,1.11706249,,0.065536,0.03899591,0.04409317,0.05555674,,1.12456819,0.26555484,0.32735655,0.16274919,0.21690353,0.10351644,0.21379807,0.11276455,,,SN II,0.366
283316,59846.0791,59846.6992,59850.399,59851.3124,59850.0019,-18.277827,-19.064673,-19.470502,-19.685034,-19.796076,-3.0319963,0.35829552,-0.022918,0.59432316,0.85786227,0.78612421,2.25805159,0.41094573,3.1981532,0.08645504,1.16283479,0.62174454,0.3766545,0.41820862,1.10230467,0.03714119,0.01813267,0.01731876,0.01920887,0.03982548,1.01538262,0.30128517,0.26374907,0.14040261,0.15989571,0.08532106,0.14994128,0.08769623,0.27232328,0.18182911,SN Ibc,0.477
283323,,60200.5179,60202.5601,60207.7095,60201.78821,,-18.762508,-18.859185,-19.076804,-18.978937,,,-6.9972464,0.37696619,-3.2068168,0.65319718,-0.3831467,0.46205133,1.332028268,-0.093629678,,0.70406788,0.84372568,1.57925642,1.686086922,,0.0387768,0.04146782,0.05065212,0.888958441,,,0.65059752,0.23231363,0.26886059,0.13028796,0.26026232,0.13444826,0.473190871,0.288079237,SN Iax,0.61
283335,60184.0516,60188.4395,60197.9525,60194.6996,60195.91406,-17.739651,-17.388933,-17.548235,-17.648888,-17.750854,-6.8426922,0.00870452,-0.3166697,0.17207386,0.8521653,0.35634669,1.63433728,-0.1122745,2.299324617,-0.449763995,0.72910196,0,0,0.00012508,1.298093334,0.03441603,0.03792126,0.03991215,0.05258487,1.229790216,1.11188033,0.26983933,0.31087052,0.17071261,0.19499628,0.09856675,0.2008688,0.11044649,0.360207364,0.218119653,SN II,0.359
283340,59882.0784,59872.2364,59872.2364,59885.7144,,-19.097783,-19.081276,-18.713938,-18.086167,,-5.9605701,0.09187512,-3.4109436,-0.0471071,-0.4903492,0.13194067,1.07519643,-0.078051,,,5.28875713,0,0,5.88684648,,0.42480373,0.0921823,0.05851693,0.2244297,,0.98688283,0.28878104,0.47957236,0.16589597,0.22385285,0.10075238,0.21452912,0.11353572,,,SN II,0.406
283398,59808.05763,59802.1875,59811.2105,59802.6148,59801.9332,-18.019688,-17.55474,-17.851959,-17.504815,-17.527986,-6.29409242,0.132369342,0.11921756,0.43737714,1.02049592,0.07308013,1.41629361,-0.1935659,2.57830129,-0.5462868,1.851900372,0,0,9.42E-05,4.74351678,3.244100375,0.03035585,0.03936502,0.03819906,0.10502395,1.125360653,0.255849524,0.27958835,0.15359754,0.18307716,0.09170683,0.18380304,0.10357063,0.32932004,0.19923129,SN II,0.289
283495,,60610.5937,60613.9579,60616.94618,,,-18.759432,-19.569418,-19.617861,,,,-8.5391997,0.544898,-6.2002319,1.00748659,-1.733897223,1.103918813,,,,1.45336966,1.12433739,0.87456504,,,0.04735014,0.03876916,0.779503386,,,,0.93066975,0.29943254,0.35237097,0.17109443,0.331584037,0.1698035,,,SN Ia,0.887
283563,59645.64271,59647.3148,59650.3618,59660.3508,,-17.393103,-17.715326,-18.150333,-18.335284,,-6.923915426,0.052340628,-4.6560238,0.46718028,-0.27323,0.42043085,0.76648433,0.13978238,,,2.201511659,1.57133103,0,0,,5.397526702,0.06050125,0.04472643,0.06193267,,1.402920117,0.299450474,0.53544803,0.19926161,0.2110264,0.10842793,0.21889023,0.11772344,,,SN II,0.427
283584,,60593.0709,60596.7066,60598.3311,60597.39744,,-19.515258,-20.128555,-20.002841,-20.090233,,,-9.0945906,0.20240238,-6.5254163,0.87947353,-1.8839934,1.06790351,0.204391378,0.321942713,,0.89418031,0.77122635,2.24310478,2.232416229,,0.04049276,0.02785153,0.04363354,0.587868633,,,0.88566515,0.27891994,0.35152817,0.16246077,0.33314593,0.16874393,0.628934984,0.38406596,SN Ia,0.903
283627,60567.73924,60573.2817,,,,-18.670697,-18.717524,,,,-7.709785092,-0.085141013,-6.8150284,0.51211465,,,,,,,2.814263982,2.33751581,,,,7.173515603,0.07863326,,,,1.974783846,0.391175999,0.69465451,0.24704992,,,,,,,SN II,0.664
283644,,,60029.06391,60029.2811,,,,-17.79134,-17.82705,,,,,,-1.499701535,0.530079002,0.54780021,0.18203114,,,,,0.605834251,2.35434846,,,,2.176785586,0.08173558,,,,,,0.241824928,0.115645184,0.22974829,0.12086022,,,SN II,0.463
283676,,60378.2137,60385.5553,60389.0987,60384.92778,,-19.040124,-19.354887,-19.404515,-19.534487,,,-6.7696297,0.47078509,-3.4647076,0.78380392,-0.4918481,0.60790872,1.221447022,-0.051956245,,1.23885204,0.77945338,1.3796983,1.739409896,,0.04610591,0.03201426,0.04246506,1.003927784,,,0.68217668,0.2325634,0.27688767,0.12941201,0.26140923,0.13422787,0.487691871,0.297133879,SN Iax,0.639
283696,,59856.7588,59858.9012,59862.7521,59859.30908,,-18.908689,-19.801625,-19.724429,-19.942622,,,-8.5087652,0.39175315,-5.7548046,0.94053012,-1.4917771,1.05782558,0.427743189,0.242645068,,1.26292386,1.02687109,0,2.122390542,,0.05663106,0.03527242,0.03760825,0.645861529,,,0.88475951,0.28591451,0.33712304,0.16326006,0.31296464,0.15658646,0.597080607,0.364792872,SN Ia,0.846
283711,60592.1333,60596.4126,60599.3785,60600.2711,60599.3648,-17.58862,-17.631686,-17.768858,-17.830974,-17.882372,-6.6708112,0.02463022,0.25349671,0.09613027,1.94050771,0.06104768,2.24901243,-0.2411069,2.9827059,-0.6617594,1.26925499,0.6970738,0.56475206,0.73613621,1.54989742,0.04418618,0.02607257,0.02367061,0.03268546,0.07193874,0.99856615,0.26225804,0.25530399,0.15360412,0.15868164,0.08990349,0.17391388,0.10245767,0.30858734,0.20251561,SN II,0.328
283727,,60213.3061,60218.5113,60218.15138,,,-17.587671,-17.750438,-17.681657,,,,-4.0780865,0.46579461,-0.5378625,0.43525421,0.924097705,-0.01244111,,,,0,1.18920993,0.56146966,,,0.03951756,0.04551865,0.720495426,,,,0.4669303,0.18046086,0.22298088,0.10568246,0.217724181,0.114902716,,,SN Iax,0.375
283732,,60132.48,60133.6701,60130.2747,60132.92322,,-19.763739,-19.886223,-19.885858,-19.71314,,,-6.017889,0.40237864,-2.9994887,0.65135274,0.31892357,0.63848862,1.32554605,-0.088531018,,0.76412386,0.52261673,0,1.688834825,,0.04940559,0.03337423,0.03913895,0.68806174,,,0.56404739,0.22973959,0.25909036,0.1306532,0.21824228,0.11921526,0.473147492,0.288685057,SN Ia,0.613
283747,,59841.943,59846.3658,59846.7675,59846.93364,,-20.035853,-20.399227,-20.290062,-20.124653,,,-8.7878543,0.42835487,-6.1777361,0.97439994,-1.8253993,1.01724822,0.284955597,0.29660244,,0.8106298,0.57678434,1.05321853,2.178859203,,0.0240483,0.02254521,0.03044346,0.487829453,,,0.80625049,0.27016415,0.33882929,0.15409309,0.31712637,0.15783575,0.617517791,0.377063617,SN Ia,0.883
283761,,59867.26578,59870.7327,59874.38428,,,-18.887328,-19.054089,-19.536311,,,,-9.062170713,0.586879668,-7.3525868,1.07637967,-2.257826629,1.323848404,,,,0.82746477,5.32942359,0.947306691,,,12.31969098,0.0814119,4.372504335,,,,1.041278985,0.332108257,0.38233516,0.18760969,0.35817129,0.182818649,,,SN Ibc,0.988
283793,,60491.79747,60495.21955,60498.0078,,,-19.383764,-19.567507,-19.608021,,,,-8.328624878,0.552560208,-5.86872369,0.954480713,-1.5176929,1.05120352,,,,1.151130499,0.853188494,3.2368454,,,10.68983143,7.563646479,0.08044594,,,,0.905340315,0.298039115,0.343818443,0.168234343,0.32158217,0.16538715,,,SN II,0.856
283813,60205.73064,60209.7109,60211.40456,60211.95235,,-16.978969,-17.31364,-17.277885,-17.517688,,-7.185615602,0.013487944,-5.3321583,0.46724791,-1.843325928,0.563558771,0.306647902,0.247148415,,,2.293122932,2.41057136,0.537366043,0.836273111,,9.97704831,0.10696754,2.050825062,1.272350416,,1.554223601,0.323710293,0.57872742,0.21370932,0.248821904,0.119280359,0.239607966,0.125313629,,,SN Ibc,0.494
283864,,59636.6751,59639.09016,59641.11958,,,-19.344528,-19.211264,-19.428054,,,,-7.2321709,0.5128883,-4.078409977,0.780607515,-0.737310267,0.685203499,,,,6.2440289,0.646544444,1.002729597,,,0.35958061,7.888545907,3.722927613,,,,0.74474264,0.25734351,0.299072476,0.145296429,0.28381951,0.146590185,,,SN II,0.695
